Date,Close,High,Low,Open,Volume,daily_return,log_return,high_low_range,close_open_gap,prev_close,vix_close,vix_change,label,next_day_return,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_middle,bb_width,bb_position,rolling_mean_5,rolling_std_5,price_vs_mean_5,rolling_mean_10,rolling_std_10,price_vs_mean_10,rolling_mean_20,rolling_std_20,price_vs_mean_20,lag_close_1,lag_return_1,lag_close_2,lag_return_2,lag_close_3,lag_return_3,lag_close_5,lag_return_5,volume_ma20,volume_ratio,log_volume,volume_change,dow_sin,dow_cos,month_sin,month_cos,momentum_5,momentum_10,roc_5,roc_10
2015-02-02,26.27469825744629,26.39430005667685,25.709913954726144,26.146238567717603,250956400,0.0125469594944729,0.0124688986706774,0.6843861019507074,0.128459689728686,25.949115753173828,19.43000030517578,-0.073438200219586,NEUTRAL,0.0001682696443376,66.03963352857747,0.5731282742070896,0.3735828289691931,0.19954544523789647,26.377496409628623,22.839224934365514,24.60836067199707,0.14378330691850852,0.9709467877462143,25.654098892211913,0.036233223775287114,0.024191041277336713,25.15819549560547,0.025470942977942522,0.04437928634570975,24.60836067199707,0.023813389680232215,0.06771428652479962,25.949115753173828,-0.0146341724861159,26.33449935913086,0.0311334926812838,25.539369583129883,0.0565328561176594,25.049888610839844,0.0010622420808237,262959580.0,0.9543535169929919,19.340789776828284,-0.2508361643312178,0.0,1.0,0.8660254037844386,0.5000000000000001,1.2248096466064453,2.7995681762695277,0.048894814090168603,0.11925676946575581
2015-02-03,26.27911949157715,26.376571460324136,26.048775555807943,26.2458964998216,207662800,0.0001682696443376,0.000168255488589,0.3277959045161935,0.0332229917555508,26.27469825744629,17.329999923706055,-0.1080803061495746,UP,0.0076698596955819,64.89913195522558,0.6176120937653344,0.4223886819284214,0.19522341183691305,26.588106996767316,22.90325443053981,24.745680713653563,0.1489089190500372,0.9161465758434661,26.0753604888916,0.027687308421913095,0.007814235311237643,25.378128433227538,0.025176465708555196,0.03550265973001952,24.745680713653563,0.02258749792402236,0.06196793677522487,26.27469825744629,0.0125469594944729,25.949115753173828,-0.0146341724861159,26.33449935913086,0.0311334926812838,24.17281150817871,-0.0350132136827784,260485620.0,0.7972140650220922,19.151426168327607,-0.17251442880117818,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,2.1063079833984375,2.199329376220703,0.08713541586529083,0.09133507251037543
2015-02-04,26.480676651000977,26.6910878633719,26.203821126664508,26.2459037070971,280598800,0.0076698596955819,0.007640595859469,0.4872667367073937,0.2347729439038772,26.27911949157715,18.32999992370605,0.0577034047549001,UP,0.0071377529342204,66.95612520335958,0.6615044084870547,0.4702118272401481,0.19129258124690662,26.79778047479268,22.988154927123823,24.892967700958252,0.15304023182106194,0.9167624692180724,26.26362190246582,0.016790195799751873,0.008264463650185893,25.59983386993408,0.025176244334430595,0.03440814442555459,24.892967700958252,0.022550717883747573,0.06378142490345198,26.27911949157715,0.0001682696443376,26.27469825744629,0.0125469594944729,25.949115753173828,-0.0146341724861159,25.539369583129883,0.0565328561176594,261356140.0,1.0736262021623062,19.45243644907324,0.35122323304896197,0.5877852522924732,-0.8090169943749473,0.8660254037844386,0.5000000000000001,0.9413070678710938,2.2170543670654297,0.036857098794360166,0.09137359381551602
2015-02-05,26.6696891784668,26.73417337157296,26.51626121223278,26.68747657592328,168984800,0.0071377529342204,0.0071123997474461,0.2179121593401802,-0.0177873974564768,26.480676651000977,16.850000381469727,-0.0807419284449779,DOWN,-0.00842118181471,75.50019531243694,0.7034323847935156,0.5168559387508216,0.18657644604269397,27.030100754644675,23.03630854711314,25.033204650878908,0.15953978978042324,0.9097570535847592,26.330659866333008,0.010584944698812883,0.012875838047920833,25.777317619323732,0.024461574018648725,0.03461848018174359,25.033204650878908,0.022476703960230805,0.0653725541899581,26.480676651000977,0.0076698596955819,26.27911949157715,0.0001682696443376,26.27469825744629,0.0125469594944729,26.33449935913086,0.0311334926812838,261784200.0,0.6455118376128124,18.945319328014026,-0.39777076737320327,-0.587785252292473,-0.8090169943749475,0.8660254037844386,0.5000000000000001,0.33518981933594105,1.774837493896488,0.012728163720330032,0.07129335480221077
2015-02-06,26.445098876953125,26.73861205577765,26.338366040807443,26.687468849685565,174826400,-0.00842118181471,-0.0084568402984597,0.4002460149702074,-0.2423699727324404,26.6696891784668,17.290000915527344,0.0261127907475595,UP,0.0066426260136425,74.98261618756223,0.7103495799579562,0.5555546669922485,0.1547949129657077,27.205587791592045,23.02714231094702,25.116365051269533,0.1663634635073844,0.8179971670896318,26.429856491088866,0.008142026659354042,0.0005767108826110225,25.919496726989745,0.024957945035084233,0.020278254454534787,25.116365051269533,0.021309779028180337,0.052903110102567576,26.6696891784668,0.0071377529342204,26.480676651000977,0.0076698596955819,26.27911949157715,0.0001682696443376,25.949115753173828,-0.0146341724861159,258652620.0,0.6759119625387905,18.97930403953015,0.03456878961894794,-0.9510565162951536,0.30901699437494723,0.8660254037844386,0.5000000000000001,0.4959831237792969,1.4217910766601562,0.019113681117193027,0.056818670337560606
2015-02-09,26.620763778686523,26.647445716847848,26.333921068225507,26.3606047028478,155559200,0.0066426260136425,0.0066206609901008,0.3135246486223408,0.2601590758387218,26.445098876953125,18.549999237060547,0.072874392991018,UP,0.0192115080755124,73.03661644108497,0.7216870375047542,0.5887811410947497,0.1329058964100045,27.394852569343733,23.01910674309523,25.20697965621948,0.17359262735663963,0.823095576983989,26.499069595336913,0.006892196269681373,0.004592394571129604,26.076584243774413,0.024902112120093828,0.020868512908933982,25.20697965621948,0.0213132369695779,0.05608701009596008,26.445098876953125,-0.00842118181471,26.6696891784668,0.0071377529342204,26.480676651000977,0.0076698596955819,26.27469825744629,0.0125469594944729,255690680.0,0.6083882290899301,18.86253692452839,-0.11020761166505744,0.0,1.0,0.8660254037844386,0.5000000000000001,0.3460655212402344,1.5708751678466797,0.013171055966062717,0.06270986638906306
2015-02-10,27.13218879699707,27.16109649345701,26.718603465831738,26.720825829820143,248034000,0.0192115080755124,0.0190292970548968,0.4424930276252716,0.4113629671769274,26.620763778686523,17.229999542236328,-0.0711590161247568,UP,0.0234386714564227,74.54842762942906,0.7631427445932033,0.6236534617944404,0.13948928279876294,27.647577882537945,23.05988309310903,25.353730487823487,0.1809475253210657,0.8876583754594034,26.6696834564209,0.00982352133503929,0.01734198837912419,26.37252197265625,0.020381507617382624,0.028805239981540717,25.353730487823487,0.02047860988120887,0.07014582370936359,26.620763778686523,0.0066426260136425,26.445098876953125,-0.00842118181471,26.6696891784668,0.0071377529342204,26.27911949157715,0.0001682696443376,258162220.0,0.9607680008329647,19.329076391506547,0.5944669296319343,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,0.8530693054199219,2.9593772888183594,0.032461867898326835,0.12242586212270234
2015-02-11,27.76813125610352,27.77702580044334,27.23891859134053,27.29895464505825,294247200,0.0234386714564227,0.0231682039100557,0.5381072091028116,0.4691766110452704,27.13218879699707,16.959999084472656,-0.0156703694101565,UP,0.0126524041147648,74.56894189669478,0.8376559563479944,0.6664539607051512,0.17120199564284322,28.00824105257464,23.034831075721257,25.52153606414795,0.1948711066744886,0.9517212943255011,26.927174377441407,0.012484606652664682,0.0312307881575066,26.595398139953613,0.013997939545011653,0.044095339726767935,25.52153606414795,0.02084418094937532,0.08802742853364279,27.13218879699707,0.0192115080755124,26.620763778686523,0.0066426260136425,26.445098876953125,-0.00842118181471,26.480676651000977,0.0076698596955819,259456200.0,1.1340919970307126,19.49993078834146,0.18631800478966598,0.5877852522924732,-0.8090169943749473,0.8660254037844386,0.5000000000000001,1.2874546051025426,2.2287616729736364,0.048618644533536814,0.08726768551271724
2015-02-12,28.11946487426757,28.346271568231803,27.92156588046305,28.030521105976927,297898000,0.0126524041147648,0.0125730312536537,0.4247056877687534,0.0889437682906475,27.76813125610352,15.34000015258789,-0.0955188101022905,NEUTRAL,0.004902494780806,75.5026764583524,0.9145159298971883,0.7160663545435586,0.19844957535362973,28.385155038287618,23.0379639344907,25.71155948638916,0.20796836950429012,0.9503121996460187,27.217129516601563,0.012456054393450952,0.03315321540853941,26.773894691467284,0.011708973851393729,0.05025679671583658,25.71155948638916,0.020733449493722633,0.09365069392827285,27.76813125610352,0.0234386714564227,27.13218879699707,0.0192115080755124,26.620763778686523,0.0066426260136425,26.6696891784668,0.0071377529342204,264559780.0,1.1260139390802335,19.51226170399867,0.012407254852382588,-0.587785252292473,-0.8090169943749475,0.8660254037844386,0.5000000000000001,1.4497756958007706,1.7849655151367116,0.054360427153808955,0.0677804992908595
2015-02-13,28.25732040405273,28.301791428327864,27.93934766074915,28.301791428327864,217088800,0.004902494780806,0.004890516685682,0.3624437675787142,-0.0444710242751327,28.11946487426757,14.6899995803833,-0.0423729182359189,UP,0.0059018665844436,75.9436564612836,0.9753090462516738,0.7679148928851817,0.20739415336649214,28.66231577652015,23.220638058013545,25.941476917266847,0.2097674598813833,0.9255752741309782,27.579573822021484,0.00795255477321035,0.024574222444658893,27.004715156555175,0.009105013140438203,0.04638468653476969,25.941476917266847,0.019089530736375846,0.08927184424277865,28.11946487426757,0.0126524041147648,27.76813125610352,0.0234386714564227,27.13218879699707,0.0192115080755124,26.445098876953125,-0.00842118181471,263411420.0,0.8241434634838535,19.19581704438832,-0.2712646610584831,-0.9510565162951536,0.30901699437494723,0.8660254037844386,0.5000000000000001,1.8122215270996058,2.3082046508789027,0.06852768959313504,0.0889511871169093
